concurso,data,numero_1,numero_2,numero_3,numero_4,numero_5,numero_6,acumulou,valor_acumulado
515,2003-11-19,15,16,39,45,48,57,False,0.0
516,2003-11-22,5,13,24,33,34,35,False,0.0
517,2003-11-26,7,8,28,32,38,51,False,0.0
518,2003-11-29,5,8,10,15,18,44,False,0.0
519,2003-12-03,9,15,19,22,36,42,False,0.0
520,2003-12-06,9,12,17,32,34,35,False,0.0
521,2003-12-10,15,25,28,32,38,45,False,0.0
522,2003-12-13,6,14,15,25,49,52,False,0.0
523,2003-12-17,28,39,40,44,45,58,False,0.0
524,2003-12-20,19,29,34,41,47,48,False,0.0
525,2003-12-27,8,10,24,26,32,49,False,0.0
526,2004-01-03,3,21,31,36,55,59,False,0.0
527,2004-01-07,6,14,17,26,50,52,False,0.0
528,2004-01-10,8,12,28,31,34,37,False,0.0
529,2004-01-14,1,13,33,38,45,56,False,0.0
530,2004-01-17,1,6,21,25,32,49,False,0.0
531,2004-01-21,1,3,7,18,35,50,False,0.0
532,2004-01-24,4,9,12,13,52,53,False,0.0
533,2004-01-28,13,18,21,27,53,59,False,0.0
534,2004-01-31,3,8,23,31,48,57,False,0.0
535,2004-02-04,6,14,28,47,49,56,False,0.0
536,2004-02-07,14,15,22,23,25,37,False,0.0
537,2004-02-11,3,7,19,34,37,39,False,0.0
538,2004-02-14,3,25,43,45,52,56,False,0.0
539,2004-02-18,6,16,19,47,50,55,False,0.0
540,2004-02-21,4,22,28,30,44,49,False,0.0
541,2004-02-28,13,27,49,52,57,58,False,0.0
542,2004-03-03,4,6,19,28,35,49,False,0.0
543,2004-03-06,35,37,42,46,49,54,False,0.0
544,2004-03-10,11,17,33,34,47,56,False,0.0
545,2004-03-13,17,29,35,40,43,57,False,0.0
546,2004-03-17,4,5,13,17,46,54,False,0.0
547,2004-03-20,4,13,28,30,53,59,False,0.0
548,2004-03-24,14,47,49,51,58,59,False,0.0
549,2004-03-27,8,13,22,46,51,58,False,0.0
550,2004-03-31,16,17,38,39,45,56,False,0.0
551,2004-04-03,12,21,46,48,56,57,False,0.0
552,2004-04-07,9,22,47,49,52,54,False,0.0
553,2004-04-10,4,43,46,53,54,58,False,0.0
554,2004-04-14,15,29,31,42,47,60,False,0.0
555,2004-04-17,5,23,31,33,45,49,False,0.0
556,2004-04-21,8,10,17,30,33,45,False,0.0
557,2004-04-24,8,12,18,23,38,49,False,0.0
558,2004-04-28,7,14,31,57,58,59,False,0.0
559,2004-05-01,6,13,17,25,36,53,False,0.0
560,2004-05-05,2,11,18,30,32,58,False,0.0
561,2004-05-08,1,20,36,39,49,55,False,0.0
562,2004-05-12,16,23,35,37,55,57,False,0.0
563,2004-05-15,5,8,23,34,44,51,False,0.0
564,2004-05-19,10,13,20,32,38,49,False,0.0
565,2004-05-22,7,31,34,35,37,45,False,0.0
566,2004-05-26,6,13,17,18,20,37,False,0.0
567,2004-05-29,11,31,38,41,57,58,False,0.0
568,2004-06-02,13,17,22,25,29,41,False,0.0
569,2004-06-05,3,9,14,15,32,57,False,0.0
570,2004-06-09,15,32,33,35,36,51,False,0.0
571,2004-06-12,12,13,14,31,50,51,False,0.0
572,2004-06-16,3,9,16,20,33,60,False,0.0
573,2004-06-19,6,17,22,29,40,59,False,0.0
574,2004-06-23,2,10,17,23,32,44,False,0.0
575,2004-06-26,5,18,21,29,35,48,False,0.0
576,2004-06-30,7,8,18,39,43,52,False,0.0
577,2004-07-03,8,23,24,28,31,47,False,0.0
578,2004-07-07,3,18,23,48,56,58,False,0.0
579,2004-07-10,4,9,15,17,34,39,False,0.0
580,2004-07-14,15,16,18,28,38,47,False,0.0
581,2004-07-17,14,17,25,30,39,52,False,0.0
582,2004-07-21,13,29,40,45,51,59,False,0.0
583,2004-07-24,6,7,20,41,43,55,False,0.0
584,2004-07-28,7,8,23,30,32,53,False,0.0
585,2004-07-31,12,24,33,36,39,57,False,0.0
586,2004-08-04,11,13,38,39,45,54,False,0.0
587,2004-08-07,2,18,29,30,36,60,False,0.0
588,2004-08-11,11,13,45,46,53,55,False,0.0
589,2004-08-14,6,7,8,13,33,59,False,0.0
590,2004-08-18,4,5,18,25,28,51,False,0.0
591,2004-08-21,1,3,18,34,50,58,False,0.0
592,2004-08-25,13,14,42,47,55,59,False,0.0
593,2004-08-28,1,25,27,29,49,59,False,0.0
594,2004-09-01,10,13,29,47,53,55,False,0.0
595,2004-09-04,1,2,25,43,50,54,False,0.0
596,2004-09-08,11,14,28,43,54,60,False,0.0
597,2004-09-11,22,27,29,40,42,56,False,0.0
598,2004-09-15,5,16,34,38,50,53,False,0.0
599,2004-09-18,4,6,9,23,45,51,False,0.0
600,2004-09-22,16,18,31,34,39,54,False,0.0
601,2004-09-25,10,19,22,29,30,37,False,0.0
602,2004-09-29,7,13,38,46,55,60,False,0.0
603,2004-10-02,4,8,11,12,29,44,False,0.0
604,2004-10-06,15,25,41,46,49,51,False,0.0
605,2004-10-09,4,24,44,49,52,53,False,0.0
606,2004-10-13,6,23,32,35,41,55,False,0.0
607,2004-10-16,6,11,19,27,41,59,False,0.0
608,2004-10-20,6,13,19,24,30,37,False,0.0
609,2004-10-23,2,6,15,58,59,60,False,0.0
610,2004-10-27,25,30,43,45,47,49,False,0.0
611,2004-10-30,16,21,22,33,48,49,False,0.0
612,2004-11-03,15,18,33,50,53,55,False,0.0
613,2004-11-06,6,13,19,44,54,55,False,0.0
614,2004-11-10,12,16,31,48,57,60,False,0.0
615,2004-11-13,5,8,10,27,31,51,False,0.0
616,2004-11-17,2,12,16,24,26,54,False,0.0
617,2004-11-20,3,5,25,33,36,49,False,0.0
618,2004-11-24,3,8,10,13,24,60,False,0.0
619,2004-11-27,8,12,14,16,19,46,False,0.0
620,2004-12-01,1,3,13,22,29,32,False,0.0
621,2004-12-04,26,29,31,49,50,57,False,0.0
622,2004-12-08,19,27,29,38,50,59,False,0.0
623,2004-12-11,9,23,30,42,49,55,False,0.0
624,2004-12-15,8,23,34,39,43,52,False,0.0
625,2004-12-18,12,24,32,40,42,59,False,0.0
626,2004-12-22,7,8,18,22,39,49,False,0.0
627,2004-12-29,1,13,19,45,56,58,False,0.0
628,2005-01-05,8,16,22,30,56,58,False,0.0
629,2005-01-08,15,16,39,40,47,51,False,0.0
630,2005-01-12,12,16,20,45,53,60,False,0.0
631,2005-01-15,1,20,28,32,44,47,False,0.0
632,2005-01-19,2,19,28,48,51,54,False,0.0
633,2005-01-22,5,11,22,27,46,50,False,0.0
634,2005-01-26,10,13,24,41,42,56,False,0.0
635,2005-01-29,8,20,26,37,42,49,False,0.0
636,2005-02-02,26,28,30,32,34,50,False,0.0
637,2005-02-05,11,18,43,48,52,58,False,0.0
638,2005-02-12,10,11,36,41,42,50,False,0.0
639,2005-02-16,13,35,39,45,51,60,False,0.0
640,2005-02-19,12,19,42,46,59,60,False,0.0
641,2005-02-23,1,9,13,17,33,34,False,0.0
642,2005-02-26,17,36,40,44,51,56,False,0.0
643,2005-03-02,14,24,37,40,42,45,False,0.0
644,2005-03-05,14,27,29,31,34,57,False,0.0
645,2005-03-09,3,24,48,52,53,54,False,0.0
646,2005-03-12,10,13,32,47,49,60,False,0.0
647,2005-03-16,11,12,14,19,54,56,False,0.0
648,2005-03-19,5,23,29,42,45,48,False,0.0
649,2005-03-23,9,24,33,41,48,54,False,0.0
650,2005-03-26,10,24,25,29,53,59,False,0.0
651,2005-03-30,26,28,39,45,48,60,False,0.0
652,2005-04-02,10,18,20,24,56,57,False,0.0
653,2005-04-06,5,9,19,24,31,34,False,0.0
654,2005-04-09,6,10,11,40,41,56,False,0.0
655,2005-04-13,1,26,37,39,43,48,False,0.0
656,2005-04-16,35,36,37,46,51,59,False,0.0
657,2005-04-20,16,20,33,58,59,60,False,0.0
658,2005-04-23,3,6,11,20,36,41,False,0.0
659,2005-04-27,14,29,34,40,51,52,False,0.0
660,2005-04-30,5,11,38,46,53,54,False,0.0
661,2005-05-04,4,27,36,40,42,55,False,0.0
662,2005-05-07,4,18,23,25,56,60,False,0.0
663,2005-05-11,1,27,30,49,51,55,False,0.0
664,2005-05-14,1,12,36,38,55,59,False,0.0
665,2005-05-18,7,8,18,25,47,48,False,0.0
666,2005-05-21,7,16,26,29,45,55,False,0.0
667,2005-05-25,1,4,5,16,23,49,False,0.0
668,2005-05-28,1,2,14,33,49,56,False,0.0
669,2005-06-01,7,24,27,40,41,49,False,0.0
670,2005-06-04,22,37,42,48,58,59,False,0.0
671,2005-06-08,9,16,27,38,39,51,False,0.0
672,2005-06-11,24,28,34,38,43,53,False,0.0
673,2005-06-15,6,11,20,34,37,40,False,0.0
674,2005-06-18,18,22,29,32,38,42,False,0.0
675,2005-06-22,24,25,30,42,43,50,False,0.0
676,2005-06-25,9,15,32,41,42,49,False,0.0
677,2005-06-29,8,10,25,32,48,55,False,0.0
678,2005-07-02,14,31,40,42,44,46,False,0.0
679,2005-07-06,3,21,25,37,54,58,False,0.0
680,2005-07-09,2,3,5,22,26,44,False,0.0
681,2005-07-13,21,25,38,53,58,59,False,0.0
682,2005-07-16,4,27,36,37,47,60,False,0.0
683,2005-07-20,2,11,12,35,40,43,False,0.0
684,2005-07-23,17,19,33,37,40,50,False,0.0
685,2005-07-27,5,12,27,33,43,56,False,0.0
686,2005-07-30,4,5,15,26,33,54,False,0.0
687,2005-08-03,1,7,14,41,48,59,False,0.0
688,2005-08-06,11,21,30,35,47,52,False,0.0
689,2005-08-10,6,7,31,49,51,60,False,0.0
690,2005-08-13,8,12,15,41,47,53,False,0.0
691,2005-08-17,8,16,37,50,55,58,False,0.0
692,2005-08-20,11,18,33,57,58,60,False,0.0
693,2005-08-24,13,14,17,31,41,50,False,0.0
694,2005-08-27,15,19,29,37,41,53,False,0.0
695,2005-08-31,6,11,13,21,40,52,False,0.0
696,2005-09-03,9,16,34,37,53,57,False,0.0
697,2005-09-10,28,31,32,35,51,53,False,0.0
698,2005-09-14,8,12,22,27,43,55,False,0.0
699,2005-09-19,17,23,48,50,53,54,False,0.0
700,2005-09-21,2,3,14,24,31,40,False,0.0
701,2005-09-24,1,13,23,31,48,60,False,0.0
702,2005-09-28,1,18,45,56,57,58,False,0.0
703,2005-10-01,2,11,24,27,30,45,False,0.0
704,2005-10-05,2,4,18,27,34,50,False,0.0
705,2005-10-08,3,11,13,15,26,43,False,0.0
706,2005-10-15,2,7,10,17,22,60,False,0.0
707,2005-10-19,1,8,10,36,43,51,False,0.0
708,2005-10-22,7,9,13,39,45,47,False,0.0
709,2005-10-26,4,6,9,22,29,44,False,0.0
710,2005-10-29,5,25,34,39,46,49,False,0.0
711,2005-11-05,5,10,33,40,41,59,False,0.0
712,2005-11-09,7,8,35,43,53,58,False,0.0
713,2005-11-12,1,12,16,26,46,54,False,0.0
714,2005-11-16,7,8,17,35,39,53,False,0.0
715,2005-11-19,4,12,24,33,36,54,False,0.0
716,2005-11-23,2,7,16,29,32,50,False,0.0
717,2005-11-26,6,17,23,28,35,41,False,0.0
718,2005-11-30,7,21,33,35,39,58,False,0.0
719,2005-12-03,3,32,37,39,47,53,False,0.0
720,2005-12-07,12,31,44,51,54,56,False,0.0
721,2005-12-10,3,14,23,25,36,55,False,0.0
722,2005-12-14,9,18,36,44,57,60,False,0.0
723,2005-12-17,1,6,16,36,50,52,False,0.0
724,2005-12-21,17,27,34,48,51,55,False,0.0
725,2005-12-31,3,9,35,37,41,49,False,0.0
726,2006-01-04,1,5,7,37,40,47,False,0.0
727,2006-01-07,4,12,14,30,42,59,False,0.0
728,2006-01-11,8,13,24,32,42,44,False,0.0
729,2006-01-14,5,18,33,43,56,57,False,0.0
730,2006-01-18,2,15,16,45,50,54,False,0.0
731,2006-01-21,6,15,16,23,28,35,False,0.0
732,2006-01-25,6,17,19,49,50,53,False,0.0
733,2006-01-28,2,12,26,31,43,46,False,0.0
734,2006-02-01,27,29,43,44,45,54,False,0.0
735,2006-02-04,9,15,38,40,42,52,False,0.0
736,2006-02-08,1,21,38,41,49,56,False,0.0
737,2006-02-11,11,12,24,32,33,38,False,0.0
738,2006-02-15,14,15,26,30,42,54,False,0.0
739,2006-02-18,6,10,35,45,49,56,False,0.0
740,2006-02-22,12,16,28,29,47,50,False,0.0
741,2006-02-25,24,26,27,36,39,59,False,0.0
742,2006-03-01,2,7,17,34,41,50,False,0.0
743,2006-03-04,20,23,25,32,54,60,False,0.0
744,2006-03-08,4,12,23,26,39,46,False,0.0
745,2006-03-11,2,16,21,37,43,57,False,0.0
746,2006-03-15,1,10,12,25,49,57,False,0.0
747,2006-03-18,2,3,12,21,23,56,False,0.0
748,2006-03-22,1,2,7,19,35,51,False,0.0
749,2006-03-25,4,24,47,48,50,57,False,0.0
750,2006-03-29,10,17,33,42,54,58,False,0.0
751,2006-04-01,4,7,20,25,38,50,False,0.0
752,2006-04-05,4,23,24,25,29,42,False,0.0
753,2006-04-08,2,7,22,35,43,59,False,0.0
754,2006-04-12,3,4,13,34,42,50,False,0.0
755,2006-04-15,4,12,30,47,49,59,False,0.0
756,2006-04-19,5,27,37,38,41,50,False,0.0
757,2006-04-22,12,17,18,30,32,58,False,0.0
758,2006-04-26,1,23,36,43,47,59,False,0.0
759,2006-04-29,30,31,39,45,48,59,False,0.0
760,2006-05-03,12,17,44,45,46,60,False,0.0
761,2006-05-06,13,17,27,29,40,56,False,0.0
762,2006-05-10,9,12,21,37,39,54,False,0.0
763,2006-05-13,1,9,26,40,47,48,False,0.0
764,2006-05-18,3,7,45,47,53,55,False,0.0
765,2006-05-21,3,10,16,30,37,50,False,0.0
766,2006-05-24,1,19,24,42,50,58,False,0.0
767,2006-05-27,15,22,32,38,50,54,False,0.0
768,2006-05-31,4,8,30,33,37,59,False,0.0
769,2006-06-03,12,16,20,21,29,50,False,0.0
770,2006-06-07,4,12,25,34,35,48,False,0.0
771,2006-06-10,14,21,29,34,46,47,False,0.0
772,2006-06-14,10,35,38,51,52,60,False,0.0
773,2006-06-17,3,5,14,29,34,51,False,0.0
774,2006-06-21,5,10,37,46,54,58,False,0.0
775,2006-06-24,12,27,42,46,47,50,False,0.0
776,2006-06-28,3,15,35,41,57,60,False,0.0
777,2006-07-01,2,14,23,28,50,56,False,0.0
778,2006-07-05,20,31,36,37,45,51,False,0.0
779,2006-07-08,25,26,29,36,52,54,False,0.0
780,2006-07-12,7,10,28,50,51,59,False,0.0
781,2006-07-15,8,10,13,39,54,56,False,0.0
782,2006-07-19,2,11,23,35,42,59,False,0.0
783,2006-07-22,4,8,21,32,43,48,False,0.0
784,2006-07-26,8,27,37,42,53,56,False,0.0
785,2006-07-29,5,8,17,35,37,48,False,0.0
786,2006-08-02,10,11,26,27,31,41,False,0.0
787,2006-08-05,20,31,34,37,54,60,False,0.0
788,2006-08-09,17,19,29,31,44,57,False,0.0
789,2006-08-12,6,31,38,39,50,60,False,0.0
790,2006-08-16,2,6,19,22,28,43,False,0.0
791,2006-08-19,9,14,19,35,42,58,False,0.0
792,2006-08-23,9,29,34,43,45,56,False,0.0
793,2006-08-26,3,15,16,33,51,57,False,0.0
794,2006-08-30,3,38,42,47,55,56,False,0.0
795,2006-09-02,14,21,26,29,36,48,False,0.0
796,2006-09-06,5,19,24,34,39,43,False,0.0
797,2006-09-09,6,12,47,48,52,58,False,0.0
798,2006-09-13,3,4,9,29,32,52,False,0.0
799,2006-09-16,19,29,35,42,55,57,False,0.0
800,2006-09-20,1,7,11,37,38,56,False,0.0
801,2006-09-23,11,19,20,22,42,48,False,0.0
802,2006-09-27,6,14,18,24,48,60,False,0.0
803,2006-09-30,3,5,10,21,28,57,False,0.0
804,2006-10-04,3,13,37,47,56,59,False,0.0
805,2006-10-07,2,30,36,43,48,60,False,0.0
806,2006-10-12,18,26,35,41,47,60,False,0.0
807,2006-10-14,2,8,27,32,49,56,False,0.0
808,2006-10-18,2,15,21,31,46,57,False,0.0
809,2006-10-21,5,11,15,23,25,30,False,0.0
810,2006-10-25,1,4,5,33,37,48,False,0.0
811,2006-10-28,10,28,32,41,47,57,False,0.0
812,2006-11-01,11,13,38,39,54,57,False,0.0
813,2006-11-04,9,15,23,45,46,56,False,0.0
814,2006-11-08,2,8,11,41,46,50,False,0.0
815,2006-11-11,9,19,37,39,50,57,False,0.0
816,2006-11-16,20,21,30,40,47,52,False,0.0
817,2006-11-18,10,29,30,34,43,52,False,0.0
818,2006-11-22,8,9,22,25,41,44,False,0.0
819,2006-11-25,5,19,25,46,51,58,False,0.0
820,2006-11-29,10,17,21,32,45,46,False,0.0
821,2006-12-02,4,29,33,36,38,42,False,0.0
822,2006-12-06,4,10,17,27,41,52,False,0.0
823,2006-12-09,1,15,26,51,54,59,False,0.0
824,2006-12-13,6,7,9,20,33,48,False,0.0
825,2006-12-16,10,21,28,40,41,47,False,0.0
826,2006-12-19,6,7,8,27,45,53,False,0.0
827,2006-12-21,18,24,30,42,51,56,False,0.0
828,2006-12-23,23,28,38,42,50,53,False,0.0
829,2006-12-31,10,14,32,47,50,56,False,0.0
830,2007-01-03,2,13,41,49,51,53,False,0.0
831,2007-01-06,3,32,33,42,48,50,False,0.0
832,2007-01-10,15,17,23,33,39,49,False,0.0
833,2007-01-13,13,16,46,53,57,58,False,0.0
834,2007-01-17,10,16,17,34,44,51,False,0.0
835,2007-01-20,18,31,33,49,57,58,False,0.0
836,2007-01-24,17,22,28,38,52,59,False,0.0
837,2007-01-27,5,6,16,24,34,60,False,0.0
838,2007-01-31,9,23,30,38,44,47,False,0.0
839,2007-02-03,7,8,11,18,37,43,False,0.0
840,2007-02-07,17,29,31,35,43,59,False,0.0
841,2007-02-10,7,22,32,36,38,51,False,0.0
842,2007-02-14,7,9,30,44,51,60,False,0.0
843,2007-02-17,1,16,34,36,45,48,False,0.0
844,2007-02-24,16,24,34,44,54,57,False,0.0
845,2007-02-28,14,19,20,40,48,52,False,0.0
846,2007-03-03,2,3,44,47,50,54,False,0.0
847,2007-03-07,14,15,27,42,44,48,False,0.0
848,2007-03-10,17,27,32,34,47,56,False,0.0
849,2007-03-14,8,9,39,44,49,58,False,0.0
850,2007-03-17,7,22,25,44,59,60,False,0.0
851,2007-03-21,3,16,19,32,35,58,False,0.0
852,2007-03-24,6,14,23,34,38,44,False,0.0
853,2007-03-28,30,38,46,51,56,59,False,0.0
854,2007-03-31,3,17,24,25,27,44,False,0.0
855,2007-04-04,3,24,31,42,43,53,False,0.0
856,2007-04-07,11,15,40,41,42,47,False,0.0
857,2007-04-11,2,3,17,49,50,59,False,0.0
858,2007-04-14,4,18,23,31,37,54,False,0.0
859,2007-04-18,9,12,34,46,47,57,False,0.0
860,2007-04-23,2,8,17,22,42,44,False,0.0
861,2007-04-25,39,40,42,47,59,60,False,0.0
862,2007-04-28,2,8,11,12,19,35,False,0.0
863,2007-05-02,15,24,32,50,53,57,False,0.0
864,2007-05-05,8,11,31,33,42,57,False,0.0
865,2007-05-09,23,26,27,41,51,53,False,0.0
866,2007-05-12,5,27,36,40,46,48,False,0.0
867,2007-05-16,10,19,26,28,44,54,False,0.0
868,2007-05-19,21,22,25,40,51,57,False,0.0
869,2007-05-23,27,29,42,49,50,51,False,0.0
870,2007-05-26,8,21,34,40,43,52,False,0.0
871,2007-05-30,1,5,10,17,47,58,False,0.0
872,2007-06-02,5,18,31,43,55,58,False,0.0
873,2007-06-06,4,19,30,34,57,59,False,0.0
874,2007-06-09,10,20,42,44,52,59,False,0.0
875,2007-06-13,18,20,24,36,53,58,False,0.0
876,2007-06-16,4,8,12,41,45,60,False,0.0
877,2007-06-20,13,15,20,28,31,36,False,0.0
878,2007-06-23,11,12,37,38,43,54,False,0.0
879,2007-06-27,10,28,29,35,42,46,False,0.0
880,2007-06-30,25,30,37,46,49,51,False,0.0
881,2007-07-04,4,18,24,43,51,56,False,0.0
882,2007-07-07,17,41,42,44,45,60,False,0.0
883,2007-07-11,21,32,37,52,53,60,False,0.0
884,2007-07-14,2,11,12,14,22,39,False,0.0
885,2007-07-18,4,13,31,33,47,51,False,0.0
886,2007-07-21,17,33,37,50,55,59,False,0.0
887,2007-07-25,1,12,21,32,34,44,False,0.0
888,2007-07-28,24,40,50,52,54,60,False,0.0
889,2007-08-01,20,24,34,39,54,60,False,0.0
890,2007-08-04,7,9,17,21,22,54,False,0.0
891,2007-08-08,15,16,19,22,34,35,False,0.0
892,2007-08-11,1,19,42,44,49,52,False,0.0
893,2007-08-15,3,18,26,51,53,56,False,0.0
894,2007-08-18,20,24,28,37,41,44,False,0.0
895,2007-08-22,2,41,43,55,57,58,False,0.0
896,2007-08-25,5,11,22,31,35,41,False,0.0
897,2007-08-29,7,21,22,43,46,57,False,0.0
898,2007-09-01,3,4,8,30,45,54,False,0.0
899,2007-09-05,18,20,36,53,54,58,False,0.0
900,2007-09-08,4,18,21,34,38,59,False,0.0
901,2007-09-12,13,16,32,33,34,56,False,0.0
902,2007-09-15,18,23,50,52,55,58,False,0.0
903,2007-09-19,5,17,20,32,41,55,False,0.0
904,2007-09-22,32,44,48,51,53,59,False,0.0
905,2007-09-26,2,4,15,16,55,57,False,0.0
906,2007-09-29,7,14,24,29,35,39,False,0.0
907,2007-10-03,9,36,37,41,51,53,False,0.0
908,2007-10-06,1,9,19,25,50,52,False,0.0
909,2007-10-10,17,22,26,28,38,42,False,0.0
910,2007-10-13,3,15,27,29,36,53,False,0.0
911,2007-10-17,1,6,28,29,46,49,False,0.0
912,2007-10-20,4,19,21,26,29,54,False,0.0
913,2007-10-24,14,30,36,38,46,59,False,0.0
914,2007-10-27,9,12,23,33,45,51,False,0.0
915,2007-10-31,17,20,26,28,48,49,False,0.0
916,2007-11-03,5,28,33,36,37,38,False,0.0
917,2007-11-07,23,25,30,46,47,59,False,0.0
918,2007-11-10,4,8,12,38,44,52,False,0.0
919,2007-11-14,3,25,31,41,43,60,False,0.0
920,2007-11-17,5,17,24,52,55,57,False,0.0
921,2007-11-21,1,9,35,41,48,57,False,0.0
922,2007-11-24,12,13,19,41,45,49,False,0.0
923,2007-11-28,2,15,39,50,53,57,False,0.0
924,2007-12-01,2,20,21,27,51,60,False,0.0
925,2007-12-05,8,22,36,37,46,52,False,0.0
926,2007-12-08,21,33,34,40,41,59,False,0.0
927,2007-12-12,19,23,26,31,33,36,False,0.0
928,2007-12-15,4,10,32,33,49,60,False,0.0
929,2007-12-19,16,27,35,39,49,57,False,0.0
930,2007-12-22,20,28,37,46,49,55,False,0.0
931,2007-12-31,7,17,19,34,36,39,False,0.0
932,2008-01-05,2,17,21,36,42,53,False,0.0
933,2008-01-09,8,14,25,39,45,51,False,0.0
934,2008-01-12,1,3,21,25,44,48,False,0.0
935,2008-01-16,7,13,18,29,31,45,False,0.0
936,2008-01-19,5,14,22,29,33,44,False,0.0
937,2008-01-23,2,21,22,30,41,52,False,0.0
938,2008-01-26,15,27,35,50,57,59,False,0.0
939,2008-01-30,6,19,23,37,49,50,False,0.0
940,2008-02-02,5,25,31,33,37,51,False,0.0
941,2008-02-06,10,11,15,27,53,60,False,0.0
942,2008-02-09,5,8,18,42,52,59,False,0.0
943,2008-02-13,3,12,23,41,47,58,False,0.0
944,2008-02-16,16,37,43,52,58,59,False,0.0
945,2008-02-20,4,8,27,44,54,59,False,0.0
946,2008-02-23,1,5,12,47,52,59,False,0.0
947,2008-02-27,3,5,11,14,33,58,False,0.0
948,2008-03-01,22,41,44,46,52,54,False,0.0
949,2008-03-05,1,23,41,44,51,52,False,0.0
950,2008-03-08,23,41,42,48,49,59,False,0.0
951,2008-03-12,14,24,34,39,49,55,False,0.0
952,2008-03-15,2,11,18,27,30,54,False,0.0
953,2008-03-19,1,16,39,42,48,55,False,0.0
954,2008-03-22,5,8,18,24,33,57,False,0.0
955,2008-03-26,5,12,21,32,33,35,False,0.0
956,2008-03-29,46,47,51,54,57,59,False,0.0
957,2008-04-02,24,25,32,34,50,57,False,0.0
958,2008-04-05,7,13,22,33,48,51,False,0.0
959,2008-04-09,3,5,11,33,39,57,False,0.0
960,2008-04-12,6,18,19,33,34,53,False,0.0
961,2008-04-16,2,4,16,21,36,53,False,0.0
962,2008-04-19,2,11,40,48,49,55,False,0.0
963,2008-04-23,15,17,37,48,50,59,False,0.0
964,2008-04-26,8,13,20,26,33,42,False,0.0
965,2008-04-30,5,30,36,39,57,58,False,0.0
966,2008-05-03,1,4,26,28,41,58,False,0.0
967,2008-05-07,5,13,14,18,30,57,False,0.0
968,2008-05-10,1,4,13,30,51,60,False,0.0
969,2008-05-14,13,25,35,41,50,56,False,0.0
970,2008-05-17,5,21,28,34,54,57,False,0.0
971,2008-05-21,4,11,14,33,44,45,False,0.0
972,2008-05-24,15,18,31,33,34,56,False,0.0
973,2008-05-28,1,8,30,36,47,53,False,0.0
974,2008-05-31,12,16,20,31,38,45,False,0.0
975,2008-06-04,9,30,33,37,40,41,False,0.0
976,2008-06-07,14,23,25,28,38,53,False,0.0
977,2008-06-11,3,5,7,9,17,32,False,0.0
978,2008-06-14,12,16,18,27,42,58,False,0.0
979,2008-06-18,3,15,28,31,39,51,False,0.0
980,2008-06-21,15,17,29,35,36,59,False,0.0
981,2008-06-25,1,8,34,41,53,58,False,0.0
982,2008-06-28,8,12,24,40,43,49,False,0.0
983,2008-07-02,16,22,32,38,40,45,False,0.0
984,2008-07-05,4,10,20,43,46,47,False,0.0
985,2008-07-09,4,16,18,46,56,59,False,0.0
986,2008-07-12,6,15,19,24,31,32,False,0.0
987,2008-07-16,13,27,31,34,47,58,False,0.0
988,2008-07-19,8,17,46,48,56,60,False,0.0
989,2008-07-23,2,21,27,29,32,38,False,0.0
990,2008-07-26,2,10,15,18,29,39,False,0.0
991,2008-07-30,8,9,15,38,41,60,False,0.0
992,2008-08-02,1,4,6,8,25,28,False,0.0
993,2008-08-06,5,24,25,26,42,60,False,0.0
994,2008-08-09,3,20,29,40,44,58,False,0.0
995,2008-08-13,4,16,31,36,54,55,False,0.0
996,2008-08-16,7,15,20,21,23,29,False,0.0
997,2008-08-20,9,17,18,32,53,55,False,0.0
998,2008-08-23,3,4,21,22,28,32,False,0.0
999,2008-08-27,18,24,36,44,55,58,False,0.0
1000,2008-08-30,29,38,39,49,53,58,False,0.0
1001,2008-09-03,12,15,27,37,51,60,False,0.0
1002,2008-09-06,3,7,25,31,40,58,False,0.0
1003,2008-09-10,5,10,16,23,26,27,False,0.0
1004,2008-09-13,29,40,43,44,45,47,False,0.0
1005,2008-09-17,4,6,12,37,41,42,False,0.0
1006,2008-09-20,2,4,17,33,48,55,False,0.0
1007,2008-09-24,4,27,36,37,49,52,False,0.0
1008,2008-09-27,7,13,15,34,42,48,False,0.0
1009,2008-10-01,1,6,12,29,34,58,False,0.0
1010,2008-10-04,2,3,13,37,46,54,False,0.0
1011,2008-10-08,2,11,21,30,35,52,False,0.0
1012,2008-10-11,14,19,40,47,55,58,False,0.0
1013,2008-10-15,7,9,12,19,20,41,False,0.0
1014,2008-10-18,8,9,25,41,57,60,False,0.0
1015,2008-10-22,3,8,17,26,28,49,False,0.0
1016,2008-10-25,5,9,11,20,25,60,False,0.0
1017,2008-10-29,6,19,31,34,51,56,False,0.0
1018,2008-11-01,9,24,44,51,55,58,False,0.0
1019,2008-11-05,4,13,23,29,46,47,False,0.0
1020,2008-11-08,1,2,19,32,39,52,False,0.0
1021,2008-11-12,2,33,42,43,51,55,False,0.0
1022,2008-11-16,5,21,31,39,40,56,False,0.0
1023,2008-11-19,2,7,8,18,40,45,False,0.0
1024,2008-11-22,18,22,28,29,39,53,False,0.0
1025,2008-11-26,10,27,28,29,40,52,False,0.0
1026,2008-11-29,6,10,17,33,51,53,False,0.0
1027,2008-12-03,18,20,33,44,47,60,False,0.0
1028,2008-12-06,20,26,34,51,52,54,False,0.0
1029,2008-12-10,5,16,17,20,24,32,False,0.0
